Timpstemp, imgid, lat, lon, alt, s_variance_m_s, c_variance_rad, fix_type, eph_m, epv_m, vel_n_m_s, vel_e_m_s, vel_d_m_s, num_sat,,,,
460807030,13573,47.3844032,8.5455944,495.241,1.159999967,0.764998853,3,6.923000336,1.39E-43,0.389999986,-0.629999995,-1.309999943,7,,,, 
460840363,13574,47.3844032,8.5455944,495.241,1.159999967,0.764998853,3,6.923000336,1.39E-43,0.389999986,-0.629999995,-1.309999943,7,,,, 
460873696,13575,47.3844032,8.5455944,495.241,1.159999967,0.764998853,3,6.923000336,1.39E-43,0.389999986,-0.629999995,-1.309999943,7,,,, 
460907029,13576,47.3844032,8.5455944,495.241,1.159999967,0.764998853,3,6.923000336,1.39E-43,0.389999986,-0.629999995,-1.309999943,7,,,, 
460940362,13577,47.3844032,8.5455944,495.241,1.159999967,0.764998853,3,6.923000336,1.39E-43,0.389999986,-0.629999995,-1.309999943,7,,,, 
460973695,13578,47.3844032,8.5455944,495.241,1.159999967,0.764998853,3,6.923000336,1.39E-43,0.389999986,-0.629999995,-1.309999943,7,,,, 
461012773,13579,47.384405,8.545595,495.249,1.159999967,0.765046179,3,6.927000523,1.39E-43,0.459999979,-0.419999987,-1.169999957,7,,,, 
461046106,13580,47.384405,8.545595,495.249,1.159999967,0.765046179,3,6.927000523,1.39E-43,0.459999979,-0.419999987,-1.169999957,7,,,, 
461079439,13581,47.384405,8.545595,495.249,1.159999967,0.765046179,3,6.927000523,1.39E-43,0.459999979,-0.419999987,-1.169999957,7,,,, 
461112772,13582,47.384405,8.545595,495.249,1.159999967,0.765046179,3,6.927000523,1.39E-43,0.459999979,-0.419999987,-1.169999957,7,,,, 
461146105,13583,47.384405,8.545595,495.249,1.159999967,0.765046179,3,6.927000523,1.39E-43,0.459999979,-0.419999987,-1.169999957,7,,,, 
461179438,13584,47.384405,8.545595,495.249,1.159999967,0.765046179,3,6.927000523,1.39E-43,0.459999979,-0.419999987,-1.169999957,7,,,, 
461213434,13585,47.3844073,8.5455962,495.088,1.230000019,0.765092611,3,6.93900013,1.39E-43,0.759999991,-0.299999982,-1.009999991,7,,,, 
461246767,13586,47.3844073,8.5455962,495.088,1.230000019,0.765092611,3,6.93900013,1.39E-43,0.759999991,-0.299999982,-1.009999991,7,,,, 
461280100,13587,47.3844073,8.5455962,495.088,1.230000019,0.765092611,3,6.93900013,1.39E-43,0.759999991,-0.299999982,-1.009999991,7,,,, 
461313433,13588,47.3844073,8.5455962,495.088,1.230000019,0.765092611,3,6.93900013,1.39E-43,0.759999991,-0.299999982,-1.009999991,7,,,, 
461346766,13589,47.3844073,8.5455962,495.088,1.230000019,0.765092611,3,6.93900013,1.39E-43,0.759999991,-0.299999982,-1.009999991,7,,,, 
461380099,13590,47.3844073,8.5455962,495.088,1.230000019,0.765092611,3,6.93900013,1.39E-43,0.759999991,-0.299999982,-1.009999991,7,,,, 
461412209,13591,47.3844087,8.5455963,495.112,1.179999948,0.765135169,3,6.948000431,1.39E-43,0.439999998,-0.389999986,-1.029999971,7,,,, 
461445542,13592,47.3844087,8.5455963,495.112,1.179999948,0.765135169,3,6.948000431,1.39E-43,0.439999998,-0.389999986,-1.029999971,7,,,, 
461478875,13593,47.3844087,8.5455963,495.112,1.179999948,0.765135169,3,6.948000431,1.39E-43,0.439999998,-0.389999986,-1.029999971,7,,,, 
461512208,13594,47.3844087,8.5455963,495.112,1.179999948,0.765135169,3,6.948000431,1.39E-43,0.439999998,-0.389999986,-1.029999971,7,,,, 
461545541,13595,47.3844087,8.5455963,495.112,1.179999948,0.765135169,3,6.948000431,1.39E-43,0.439999998,-0.389999986,-1.029999971,7,,,, 
461578874,13596,47.3844087,8.5455963,495.112,1.179999948,0.765135169,3,6.948000431,1.39E-43,0.439999998,-0.389999986,-1.029999971,7,,,, 
461605959,13597,47.3844106,8.545597,494.957,1.220000029,0.765181124,3,6.96200037,1.39E-43,0.550000012,-0.459999979,-1.059999943,7,,,, 
461639292,13598,47.3844106,8.545597,494.957,1.220000029,0.765181124,3,6.96200037,1.39E-43,0.550000012,-0.459999979,-1.059999943,7,,,, 
461672625,13599,47.3844106,8.545597,494.957,1.220000029,0.765181124,3,6.96200037,1.39E-43,0.550000012,-0.459999979,-1.059999943,7,,,, 
461705958,13600,47.3844106,8.545597,494.957,1.220000029,0.765181124,3,6.96200037,1.39E-43,0.550000012,-0.459999979,-1.059999943,7,,,, 
461739291,13601,47.3844106,8.545597,494.957,1.220000029,0.765181124,3,6.96200037,1.39E-43,0.550000012,-0.459999979,-1.059999943,7,,,, 
461772624,13602,47.3844106,8.545597,494.957,1.220000029,0.765181124,3,6.96200037,1.39E-43,0.550000012,-0.459999979,-1.059999943,7,,,, 
461804569,13603,47.3844124,8.5455978,494.866,1.189999938,0.765223682,3,6.970000267,1.39E-43,0.560000002,-0.280000001,-1,7,,,, 
461837902,13604,47.3844124,8.5455978,494.866,1.189999938,0.765223682,3,6.970000267,1.39E-43,0.560000002,-0.280000001,-1,7,,,, 
461871235,13605,47.3844124,8.5455978,494.866,1.189999938,0.765223682,3,6.970000267,1.39E-43,0.560000002,-0.280000001,-1,7,,,, 
461904568,13606,47.3844124,8.5455978,494.866,1.189999938,0.765223682,3,6.970000267,1.39E-43,0.560000002,-0.280000001,-1,7,,,, 
461937901,13607,47.3844124,8.5455978,494.866,1.189999938,0.765223682,3,6.970000267,1.39E-43,0.560000002,-0.280000001,-1,7,,,, 
461971234,13608,47.3844124,8.5455978,494.866,1.189999938,0.765223682,3,6.970000267,1.39E-43,0.560000002,-0.280000001,-1,7,,,, 
462006328,13609,47.3844141,8.5455982,494.698,1.169999957,0.765265584,3,6.974000454,1.39E-43,0.409999996,-0.5,-0.829999983,7,,,, 
462039661,13610,47.3844141,8.5455982,494.698,1.169999957,0.765265584,3,6.974000454,1.39E-43,0.409999996,-0.5,-0.829999983,7,,,, 
462072994,13611,47.3844141,8.5455982,494.698,1.169999957,0.765265584,3,6.974000454,1.39E-43,0.409999996,-0.5,-0.829999983,7,,,, 
462106327,13612,47.3844141,8.5455982,494.698,1.169999957,0.765265584,3,6.974000454,1.39E-43,0.409999996,-0.5,-0.829999983,7,,,, 
462139660,13613,47.3844141,8.5455982,494.698,1.169999957,0.765265584,3,6.974000454,1.39E-43,0.409999996,-0.5,-0.829999983,7,,,, 
462172993,13614,47.3844141,8.5455982,494.698,1.169999957,0.765265584,3,6.974000454,1.39E-43,0.409999996,-0.5,-0.829999983,7,,,, 
462209216,13615,47.3844159,8.5455988,494.533,1.159999967,0.765307128,3,6.976000309,1.39E-43,0.439999998,-0.389999986,-0.789999962,7,,,, 
462242549,13616,47.3844159,8.5455988,494.533,1.159999967,0.765307128,3,6.976000309,1.39E-43,0.439999998,-0.389999986,-0.789999962,7,,,, 
462275882,13617,47.3844159,8.5455988,494.533,1.159999967,0.765307128,3,6.976000309,1.39E-43,0.439999998,-0.389999986,-0.789999962,7,,,, 
462309215,13618,47.3844159,8.5455988,494.533,1.159999967,0.765307128,3,6.976000309,1.39E-43,0.439999998,-0.389999986,-0.789999962,7,,,, 
462342548,13619,47.3844159,8.5455988,494.533,1.159999967,0.765307128,3,6.976000309,1.39E-43,0.439999998,-0.389999986,-0.789999962,7,,,, 
462375881,13620,47.3844159,8.5455988,494.533,1.159999967,0.765307128,3,6.976000309,1.39E-43,0.439999998,-0.389999986,-0.789999962,7,,,, 
462409036,13621,47.3844187,8.5455991,494.672,1.429999948,0.765358567,3,6.994000435,1.39E-43,1.139999986,-0.319999993,-0.789999962,7,,,, 
462442369,13622,47.3844187,8.5455991,494.672,1.429999948,0.765358567,3,6.994000435,1.39E-43,1.139999986,-0.319999993,-0.789999962,7,,,, 
462475702,13623,47.3844187,8.5455991,494.672,1.429999948,0.765358567,3,6.994000435,1.39E-43,1.139999986,-0.319999993,-0.789999962,7,,,, 
462509035,13624,47.3844187,8.5455991,494.672,1.429999948,0.765358567,3,6.994000435,1.39E-43,1.139999986,-0.319999993,-0.789999962,7,,,, 
462542368,13625,47.3844187,8.5455991,494.672,1.429999948,0.765358567,3,6.994000435,1.39E-43,1.139999986,-0.319999993,-0.789999962,7,,,, 
462575701,13626,47.3844187,8.5455991,494.672,1.429999948,0.765358567,3,6.994000435,1.39E-43,1.139999986,-0.319999993,-0.789999962,7,,,, 
462612821,13627,47.384421,8.5455991,494.647,1.409999967,0.765409052,3,7.016000271,1.39E-43,0.839999974,-0.459999979,-0.680000007,7,,,, 
462646154,13628,47.384421,8.5455991,494.647,1.409999967,0.765409052,3,7.016000271,1.39E-43,0.839999974,-0.459999979,-0.680000007,7,,,, 
462679487,13629,47.384421,8.5455991,494.647,1.409999967,0.765409052,3,7.016000271,1.39E-43,0.839999974,-0.459999979,-0.680000007,7,,,, 
462712820,13630,47.384421,8.5455991,494.647,1.409999967,0.765409052,3,7.016000271,1.39E-43,0.839999974,-0.459999979,-0.680000007,7,,,, 
462746153,13631,47.384421,8.5455991,494.647,1.409999967,0.765409052,3,7.016000271,1.39E-43,0.839999974,-0.459999979,-0.680000007,7,,,, 
462779486,13632,47.384421,8.5455991,494.647,1.409999967,0.765409052,3,7.016000271,1.39E-43,0.839999974,-0.459999979,-0.680000007,7,,,, 
462810584,13633,47.3844232,8.5456,494.394,1.259999991,0.765454233,3,7.01900053,1.39E-43,0.579999983,-0.409999996,-0.569999993,7,,,, 
462843917,13634,47.3844232,8.5456,494.394,1.259999991,0.765454233,3,7.01900053,1.39E-43,0.579999983,-0.409999996,-0.569999993,7,,,, 
462877250,13635,47.3844232,8.5456,494.394,1.259999991,0.765454233,3,7.01900053,1.39E-43,0.579999983,-0.409999996,-0.569999993,7,,,, 
462910583,13636,47.3844232,8.5456,494.394,1.259999991,0.765454233,3,7.01900053,1.39E-43,0.579999983,-0.409999996,-0.569999993,7,,,, 
462943916,13637,47.3844232,8.5456,494.394,1.259999991,0.765454233,3,7.01900053,1.39E-43,0.579999983,-0.409999996,-0.569999993,7,,,, 
462977249,13638,47.3844232,8.5456,494.394,1.259999991,0.765454233,3,7.01900053,1.39E-43,0.579999983,-0.409999996,-0.569999993,7,,,, 
463015446,13639,47.3844252,8.5456004,494.199,1.199999929,0.765497148,3,7.02300024,1.39E-43,0.529999971,-0.550000012,-0.379999995,7,,,, 
463048779,13640,47.3844252,8.5456004,494.199,1.199999929,0.765497148,3,7.02300024,1.39E-43,0.529999971,-0.550000012,-0.379999995,7,,,, 
463082112,13641,47.3844252,8.5456004,494.199,1.199999929,0.765497148,3,7.02300024,1.39E-43,0.529999971,-0.550000012,-0.379999995,7,,,, 
463115445,13642,47.3844252,8.5456004,494.199,1.199999929,0.765497148,3,7.02300024,1.39E-43,0.529999971,-0.550000012,-0.379999995,7,,,, 
463148778,13643,47.3844252,8.5456004,494.199,1.199999929,0.765497148,3,7.02300024,1.39E-43,0.529999971,-0.550000012,-0.379999995,7,,,, 
463182111,13644,47.3844252,8.5456004,494.199,1.199999929,0.765497148,3,7.02300024,1.39E-43,0.529999971,-0.550000012,-0.379999995,7,,,, 
463205166,13645,47.3844274,8.5456009,493.986,1.169999957,0.76553905,3,7.02300024,1.37E-43,0.550000012,-0.579999983,-0.459999979,7,,,, 
463238499,13646,47.3844274,8.5456009,493.986,1.169999957,0.76553905,3,7.02300024,1.37E-43,0.550000012,-0.579999983,-0.459999979,7,,,, 
463271832,13647,47.3844274,8.5456009,493.986,1.169999957,0.76553905,3,7.02300024,1.37E-43,0.550000012,-0.579999983,-0.459999979,7,,,, 
463305165,13648,47.3844274,8.5456009,493.986,1.169999957,0.76553905,3,7.02300024,1.37E-43,0.550000012,-0.579999983,-0.459999979,7,,,, 
463338498,13649,47.3844274,8.5456009,493.986,1.169999957,0.76553905,3,7.02300024,1.37E-43,0.550000012,-0.579999983,-0.459999979,7,,,, 
463371831,13650,47.3844274,8.5456009,493.986,1.169999957,0.76553905,3,7.02300024,1.37E-43,0.550000012,-0.579999983,-0.459999979,7,,,, 
463414140,13651,47.3844294,8.545601,493.864,1.159999967,0.765580595,3,7.024000168,1.37E-43,0.629999995,-0.560000002,-0.449999988,7,,,, 
463447473,13652,47.3844294,8.545601,493.864,1.159999967,0.765580595,3,7.024000168,1.37E-43,0.629999995,-0.560000002,-0.449999988,7,,,, 
463480806,13653,47.3844294,8.545601,493.864,1.159999967,0.765580595,3,7.024000168,1.37E-43,0.629999995,-0.560000002,-0.449999988,7,,,, 
463514139,13654,47.3844294,8.545601,493.864,1.159999967,0.765580595,3,7.024000168,1.37E-43,0.629999995,-0.560000002,-0.449999988,7,,,, 
463547472,13655,47.3844294,8.545601,493.864,1.159999967,0.765580595,3,7.024000168,1.37E-43,0.629999995,-0.560000002,-0.449999988,7,,,, 
463580805,13656,47.3844294,8.545601,493.864,1.159999967,0.765580595,3,7.024000168,1.37E-43,0.629999995,-0.560000002,-0.449999988,7,,,, 
463617034,13657,47.3844313,8.5456016,493.627,1.179999948,0.765622854,3,7.032000542,1.37E-43,0.449999988,-0.419999987,-0.199999988,7,,,, 
463650367,13658,47.3844313,8.5456016,493.627,1.179999948,0.765622854,3,7.032000542,1.37E-43,0.449999988,-0.419999987,-0.199999988,7,,,, 
463683700,13659,47.3844313,8.5456016,493.627,1.179999948,0.765622854,3,7.032000542,1.37E-43,0.449999988,-0.419999987,-0.199999988,7,,,, 
463717033,13660,47.3844313,8.5456016,493.627,1.179999948,0.765622854,3,7.032000542,1.37E-43,0.449999988,-0.419999987,-0.199999988,7,,,, 
463750366,13661,47.3844313,8.5456016,493.627,1.179999948,0.765622854,3,7.032000542,1.37E-43,0.449999988,-0.419999987,-0.199999988,7,,,, 
463783699,13662,47.3844313,8.5456016,493.627,1.179999948,0.765622854,3,7.032000542,1.37E-43,0.449999988,-0.419999987,-0.199999988,7,,,, 
463813729,13663,47.3844341,8.545603,493.276,1.379999995,0.765672028,3,7.048000336,1.37E-43,0.939999998,-0.329999983,-0.089999996,7,,,, 
463847062,13664,47.3844341,8.545603,493.276,1.379999995,0.765672028,3,7.048000336,1.37E-43,0.939999998,-0.329999983,-0.089999996,7,,,, 
463880395,13665,47.3844341,8.545603,493.276,1.379999995,0.765672028,3,7.048000336,1.37E-43,0.939999998,-0.329999983,-0.089999996,7,,,, 
463913728,13666,47.3844341,8.545603,493.276,1.379999995,0.765672028,3,7.048000336,1.37E-43,0.939999998,-0.329999983,-0.089999996,7,,,, 
463947061,13667,47.3844341,8.545603,493.276,1.379999995,0.765672028,3,7.048000336,1.37E-43,0.939999998,-0.329999983,-0.089999996,7,,,, 
463980394,13668,47.3844341,8.545603,493.276,1.379999995,0.765672028,3,7.048000336,1.37E-43,0.939999998,-0.329999983,-0.089999996,7,,,, 
464009477,13669,47.3844354,8.5456032,492.858,1.029999971,0.765709043,3,7.068000317,1.37E-43,0.229999989,-0.509999991,0.259999991,7,,,, 
464042810,13670,47.3844354,8.5456032,492.858,1.029999971,0.765709043,3,7.068000317,1.37E-43,0.229999989,-0.509999991,0.259999991,7,,,, 
464076143,13671,47.3844354,8.5456032,492.858,1.029999971,0.765709043,3,7.068000317,1.37E-43,0.229999989,-0.509999991,0.259999991,7,,,, 
464109476,13672,47.3844354,8.5456032,492.858,1.029999971,0.765709043,3,7.068000317,1.37E-43,0.229999989,-0.509999991,0.259999991,7,,,, 
464142809,13673,47.3844354,8.5456032,492.858,1.029999971,0.765709043,3,7.068000317,1.37E-43,0.229999989,-0.509999991,0.259999991,7,,,, 
464176142,13674,47.3844354,8.5456032,492.858,1.029999971,0.765709043,3,7.068000317,1.37E-43,0.229999989,-0.509999991,0.259999991,7,,,, 
464213270,13675,47.3844371,8.5456043,492.347,0.98999995,0.765744329,3,7.085000515,1.37E-43,0.370000005,-0.429999977,0.419999987,7,,,, 
464246603,13676,47.3844371,8.5456043,492.347,0.98999995,0.765744329,3,7.085000515,1.37E-43,0.370000005,-0.429999977,0.419999987,7,,,, 
464279936,13677,47.3844371,8.5456043,492.347,0.98999995,0.765744329,3,7.085000515,1.37E-43,0.370000005,-0.429999977,0.419999987,7,,,, 
464313269,13678,47.3844371,8.5456043,492.347,0.98999995,0.765744329,3,7.085000515,1.37E-43,0.370000005,-0.429999977,0.419999987,7,,,, 
464346602,13679,47.3844371,8.5456043,492.347,0.98999995,0.765744329,3,7.085000515,1.37E-43,0.370000005,-0.429999977,0.419999987,7,,,, 
464379935,13680,47.3844371,8.5456043,492.347,0.98999995,0.765744329,3,7.085000515,1.37E-43,0.370000005,-0.429999977,0.419999987,7,,,, 
464408936,13681,47.3844392,8.5456053,492.007,1.120000005,0.765784264,3,7.102000237,1.37E-43,0.569999993,-0.399999976,0.340000004,7,,,, 
464442269,13682,47.3844392,8.5456053,492.007,1.120000005,0.765784264,3,7.102000237,1.37E-43,0.569999993,-0.399999976,0.340000004,7,,,, 
464475602,13683,47.3844392,8.5456053,492.007,1.120000005,0.765784264,3,7.102000237,1.37E-43,0.569999993,-0.399999976,0.340000004,7,,,, 
464508935,13684,47.3844392,8.5456053,492.007,1.120000005,0.765784264,3,7.102000237,1.37E-43,0.569999993,-0.399999976,0.340000004,7,,,, 
464542268,13685,47.3844392,8.5456053,492.007,1.120000005,0.765784264,3,7.102000237,1.37E-43,0.569999993,-0.399999976,0.340000004,7,,,, 
464575601,13686,47.3844392,8.5456053,492.007,1.120000005,0.765784264,3,7.102000237,1.37E-43,0.569999993,-0.399999976,0.340000004,7,,,, 
464613777,13687,47.3844412,8.5456056,492.005,1.279999971,0.765829861,3,7.117000103,1.37E-43,0.639999986,-0.209999993,0.349999994,7,,,, 
464647110,13688,47.3844412,8.5456056,492.005,1.279999971,0.765829861,3,7.117000103,1.37E-43,0.639999986,-0.209999993,0.349999994,7,,,, 
464680443,13689,47.3844412,8.5456056,492.005,1.279999971,0.765829861,3,7.117000103,1.37E-43,0.639999986,-0.209999993,0.349999994,7,,,, 
464713776,13690,47.3844412,8.5456056,492.005,1.279999971,0.765829861,3,7.117000103,1.37E-43,0.639999986,-0.209999993,0.349999994,7,,,, 
464747109,13691,47.3844412,8.5456056,492.005,1.279999971,0.765829861,3,7.117000103,1.37E-43,0.639999986,-0.209999993,0.349999994,7,,,, 
464780442,13692,47.3844412,8.5456056,492.005,1.279999971,0.765829861,3,7.117000103,1.37E-43,0.639999986,-0.209999993,0.349999994,7,,,, 
464808371,13693,47.3844434,8.5456069,491.832,1.409999967,0.765880466,3,7.127000332,1.37E-43,0.709999979,-0.01,0.379999995,7,,,, 
464841704,13694,47.3844434,8.5456069,491.832,1.409999967,0.765880466,3,7.127000332,1.37E-43,0.709999979,-0.01,0.379999995,7,,,, 
464875037,13695,47.3844434,8.5456069,491.832,1.409999967,0.765880466,3,7.127000332,1.37E-43,0.709999979,-0.01,0.379999995,7,,,, 
464908370,13696,47.3844434,8.5456069,491.832,1.409999967,0.765880466,3,7.127000332,1.37E-43,0.709999979,-0.01,0.379999995,7,,,, 
464941703,13697,47.3844434,8.5456069,491.832,1.409999967,0.765880466,3,7.127000332,1.37E-43,0.709999979,-0.01,0.379999995,7,,,, 
464975036,13698,47.3844434,8.5456069,491.832,1.409999967,0.765880466,3,7.127000332,1.37E-43,0.709999979,-0.01,0.379999995,7,,,, 
465009056,13699,47.3844452,8.545608,491.687,1.370000005,0.765929341,3,7.136000156,1.37E-43,0.560000002,-0.039999999,0.310000002,7,,,, 
465042389,13700,47.3844452,8.545608,491.687,1.370000005,0.765929341,3,7.136000156,1.37E-43,0.560000002,-0.039999999,0.310000002,7,,,, 
465075722,13701,47.3844452,8.545608,491.687,1.370000005,0.765929341,3,7.136000156,1.37E-43,0.560000002,-0.039999999,0.310000002,7,,,, 
465109055,13702,47.3844452,8.545608,491.687,1.370000005,0.765929341,3,7.136000156,1.37E-43,0.560000002,-0.039999999,0.310000002,7,,,, 
465142388,13703,47.3844452,8.545608,491.687,1.370000005,0.765929341,3,7.136000156,1.37E-43,0.560000002,-0.039999999,0.310000002,7,,,, 
465175721,13704,47.3844452,8.545608,491.687,1.370000005,0.765929341,3,7.136000156,1.37E-43,0.560000002,-0.039999999,0.310000002,7,,,, 
465207845,13705,47.3844461,8.5456089,491.517,1.059999943,0.765967369,3,7.134000301,1.37E-43,0.170000002,-0.029999999,0.449999988,7,,,, 
465241178,13706,47.3844461,8.5456089,491.517,1.059999943,0.765967369,3,7.134000301,1.37E-43,0.170000002,-0.029999999,0.449999988,7,,,, 
465274511,13707,47.3844461,8.5456089,491.517,1.059999943,0.765967369,3,7.134000301,1.37E-43,0.170000002,-0.029999999,0.449999988,7,,,, 
465307844,13708,47.3844461,8.5456089,491.517,1.059999943,0.765967369,3,7.134000301,1.37E-43,0.170000002,-0.029999999,0.449999988,7,,,, 
465341177,13709,47.3844461,8.5456089,491.517,1.059999943,0.765967369,3,7.134000301,1.37E-43,0.170000002,-0.029999999,0.449999988,7,,,, 
465374510,13710,47.3844461,8.5456089,491.517,1.059999943,0.765967369,3,7.134000301,1.37E-43,0.170000002,-0.029999999,0.449999988,7,,,, 
465410553,13711,47.3844476,8.5456105,491.181,1.169999957,0.766009271,3,7.135000229,1.37E-43,0.389999986,-0.129999995,0.289999992,7,,,, 
465443886,13712,47.3844476,8.5456105,491.181,1.169999957,0.766009271,3,7.135000229,1.37E-43,0.389999986,-0.129999995,0.289999992,7,,,, 
465477219,13713,47.3844476,8.5456105,491.181,1.169999957,0.766009271,3,7.135000229,1.37E-43,0.389999986,-0.129999995,0.289999992,7,,,, 
465510552,13714,47.3844476,8.5456105,491.181,1.169999957,0.766009271,3,7.135000229,1.37E-43,0.389999986,-0.129999995,0.289999992,7,,,, 
465543885,13715,47.3844476,8.5456105,491.181,1.169999957,0.766009271,3,7.135000229,1.37E-43,0.389999986,-0.129999995,0.289999992,7,,,, 
465577218,13716,47.3844476,8.5456105,491.181,1.169999957,0.766009271,3,7.135000229,1.37E-43,0.389999986,-0.129999995,0.289999992,7,,,, 
465612435,13717,47.3844486,8.5456121,490.644,0.969999969,0.766043961,3,7.145000458,1.37E-43,0.079999998,-0.25,0.419999987,7,,,, 
465645768,13718,47.3844486,8.5456121,490.644,0.969999969,0.766043961,3,7.145000458,1.37E-43,0.079999998,-0.25,0.419999987,7,,,, 
465679101,13719,47.3844486,8.5456121,490.644,0.969999969,0.766043961,3,7.145000458,1.37E-43,0.079999998,-0.25,0.419999987,7,,,, 
465712434,13720,47.3844486,8.5456121,490.644,0.969999969,0.766043961,3,7.145000458,1.37E-43,0.079999998,-0.25,0.419999987,7,,,, 
465745767,13721,47.3844486,8.5456121,490.644,0.969999969,0.766043961,3,7.145000458,1.37E-43,0.079999998,-0.25,0.419999987,7,,,, 
465779100,13722,47.3844486,8.5456121,490.644,0.969999969,0.766043961,3,7.145000458,1.37E-43,0.079999998,-0.25,0.419999987,7,,,, 
465814283,13723,47.3844488,8.5456125,490.317,1.439999938,0.76609546,3,7.158000469,1.37E-43,-0.319999993,-0.409999996,0.359999985,7,,,, 
465847616,13724,47.3844488,8.5456125,490.317,1.439999938,0.76609546,3,7.158000469,1.37E-43,-0.319999993,-0.409999996,0.359999985,7,,,, 
465880949,13725,47.3844488,8.5456125,490.317,1.439999938,0.76609546,3,7.158000469,1.37E-43,-0.319999993,-0.409999996,0.359999985,7,,,, 
465914282,13726,47.3844488,8.5456125,490.317,1.439999938,0.76609546,3,7.158000469,1.37E-43,-0.319999993,-0.409999996,0.359999985,7,,,, 
465947615,13727,47.3844488,8.5456125,490.317,1.439999938,0.76609546,3,7.158000469,1.37E-43,-0.319999993,-0.409999996,0.359999985,7,,,, 
465980948,13728,47.3844488,8.5456125,490.317,1.439999938,0.76609546,3,7.158000469,1.37E-43,-0.319999993,-0.409999996,0.359999985,7,,,, 
466007087,13729,47.3844506,8.5456137,490.129,1.24000001,0.766139805,3,7.17800045,1.37E-43,0.429999977,-0.259999991,0.129999995,7,,,, 
466040420,13730,47.3844506,8.5456137,490.129,1.24000001,0.766139805,3,7.17800045,1.37E-43,0.429999977,-0.259999991,0.129999995,7,,,, 
466073753,13731,47.3844506,8.5456137,490.129,1.24000001,0.766139805,3,7.17800045,1.37E-43,0.429999977,-0.259999991,0.129999995,7,,,, 
466107086,13732,47.3844506,8.5456137,490.129,1.24000001,0.766139805,3,7.17800045,1.37E-43,0.429999977,-0.259999991,0.129999995,7,,,, 
466140419,13733,47.3844506,8.5456137,490.129,1.24000001,0.766139805,3,7.17800045,1.37E-43,0.429999977,-0.259999991,0.129999995,7,,,, 
466173752,13734,47.3844506,8.5456137,490.129,1.24000001,0.766139805,3,7.17800045,1.37E-43,0.429999977,-0.259999991,0.129999995,7,,,, 
466211034,13735,47.3844528,8.5456144,490.028,1.389999986,0.766189694,3,7.196000576,1.37E-43,0.689999998,-0.239999995,0.109999999,7,,,, 
466244367,13736,47.3844528,8.5456144,490.028,1.389999986,0.766189694,3,7.196000576,1.37E-43,0.689999998,-0.239999995,0.109999999,7,,,, 
466277700,13737,47.3844528,8.5456144,490.028,1.389999986,0.766189694,3,7.196000576,1.37E-43,0.689999998,-0.239999995,0.109999999,7,,,, 
466311033,13738,47.3844528,8.5456144,490.028,1.389999986,0.766189694,3,7.196000576,1.37E-43,0.689999998,-0.239999995,0.109999999,7,,,, 
466344366,13739,47.3844528,8.5456144,490.028,1.389999986,0.766189694,3,7.196000576,1.37E-43,0.689999998,-0.239999995,0.109999999,7,,,, 
466377699,13740,47.3844528,8.5456144,490.028,1.389999986,0.766189694,3,7.196000576,1.37E-43,0.689999998,-0.239999995,0.109999999,7,,,, 
466405653,13741,47.3844548,8.5456143,490.216,1.379999995,0.766239286,3,7.213000298,1.37E-43,0.649999976,-0.079999998,0.299999982,7,,,, 
466438986,13742,47.3844548,8.5456143,490.216,1.379999995,0.766239286,3,7.213000298,1.37E-43,0.649999976,-0.079999998,0.299999982,7,,,, 
466472319,13743,47.3844548,8.5456143,490.216,1.379999995,0.766239286,3,7.213000298,1.37E-43,0.649999976,-0.079999998,0.299999982,7,,,, 
466505652,13744,47.3844548,8.5456143,490.216,1.379999995,0.766239286,3,7.213000298,1.37E-43,0.649999976,-0.079999998,0.299999982,7,,,, 
466538985,13745,47.3844548,8.5456143,490.216,1.379999995,0.766239286,3,7.213000298,1.37E-43,0.649999976,-0.079999998,0.299999982,7,,,, 
466572318,13746,47.3844548,8.5456143,490.216,1.379999995,0.766239286,3,7.213000298,1.37E-43,0.649999976,-0.079999998,0.299999982,7,,,, 
466610592,13747,47.3844579,8.5456147,490.353,1.350000024,0.766287625,3,7.21200037,1.37E-43,1.120000005,-0.109999999,0.379999995,7,,,, 
466643925,13748,47.3844579,8.5456147,490.353,1.350000024,0.766287625,3,7.21200037,1.37E-43,1.120000005,-0.109999999,0.379999995,7,,,, 
466677258,13749,47.3844579,8.5456147,490.353,1.350000024,0.766287625,3,7.21200037,1.37E-43,1.120000005,-0.109999999,0.379999995,7,,,, 
466710591,13750,47.3844579,8.5456147,490.353,1.350000024,0.766287625,3,7.21200037,1.37E-43,1.120000005,-0.109999999,0.379999995,7,,,, 
466743924,13751,47.3844579,8.5456147,490.353,1.350000024,0.766287625,3,7.21200037,1.37E-43,1.120000005,-0.109999999,0.379999995,7,,,, 
466777257,13752,47.3844579,8.5456147,490.353,1.350000024,0.766287625,3,7.21200037,1.37E-43,1.120000005,-0.109999999,0.379999995,7,,,, 
466812481,13753,47.38446,8.545615,490.14,1.100000024,0.766326904,3,7.208000183,1.37E-43,0.659999967,-0.319999993,0.349999994,7,,,, 
466845814,13754,47.38446,8.545615,490.14,1.100000024,0.766326904,3,7.208000183,1.37E-43,0.659999967,-0.319999993,0.349999994,7,,,, 
466879147,13755,47.38446,8.545615,490.14,1.100000024,0.766326904,3,7.208000183,1.37E-43,0.659999967,-0.319999993,0.349999994,7,,,, 
